,city_non_ph,educstat,have_comp_degree,comp_related_degree,careerstg,industry,how_long_in_salary,typework,shift_schedule,side_gig,sizeteam,ai_work,ai_study,region_ph,age_grp,salary_broader,sitework_Hybrid,sitework_Mostly onsite,sitework_Mostly work from home/ fully remote,sitework_None of the above,employertype_Foreign employer,employertype_I'm an entrepreneur,employertype_I'm self-employed,employertype_Local employer,employertype_Multinational employer,employertype_None of the above,employertype_Public service,datarole_Admin & Support Role,datarole_Consulting & Freelance,datarole_Content Related,datarole_Customer Service & Operations,datarole_Data Analysis & Insights,datarole_Data Engineering,datarole_Data Processing & Entry,datarole_Data Science,datarole_Education & Learning,datarole_Engineering,datarole_Legal & Public Affairs,datarole_Management & Leadership,datarole_Marketing & Sales,datarole_None Of The Above,datarole_Not Applicable,datarole_Research,datarole_Software Engineering,datarole_Technical Support & It Operations,gender_Female,gender_LGBTQ+,gender_Male,gender_Prefer not to say
766,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,0.0644172872829897,0.03201090262983323,-0.0,0.047831719382182905,-0.0,-0.2067739946660667,-0.009655342447388172,0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
772,-0.0,-0.0,0.0,-0.002459673322921308,0.30078341674252146,-0.007263670376123466,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,0.2879006337216527,0.025669081140617344,-0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
777,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,0.04530236524055953,-0.13646753226402591,-0.0,-0.08503416779054737,0.0,-0.10783906898852282,0.025669081140617344,-0.0,-0.0,-0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
783,-0.0,-0.0,0.0,0.13223672293229263,0.30078341674252146,-0.10283828058827436,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,0.002119465415280333,-0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
786,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,-0.026378592418553646,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,0.09003078236656493,0.025669081140617344,0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
787,-0.0,-0.0,0.0,0.12052399282314359,0.30078341674252146,0.007072521155699169,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,0.09003078236656493,-0.02143015031005668,-0.0,-0.0,-0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
788,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.09805955007766683,0.03201090262983323,-0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,-0.0,0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
789,-0.0,-0.0,-0.0,-0.07273605397781553,-0.015830706144343176,-0.007263670376123466,-0.22070674971095547,-0.0,0.047831719382182905,-0.0,-0.2067739946660667,-0.009655342447388172,0.0,0.0,-0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
793,-0.0,-0.0,0.0,0.026822151949951287,0.30078341674252146,-0.0215998619079461,-0.05222831481709634,-0.0,0.0035430903246061437,0.0,0.2879006337216527,0.002119465415280333,-0.0,0.0,-0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
794,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,-0.0024849398655159213,0.11625012007676279,0.0,0.047831719382182905,0.0,-0.2067739946660667,-0.02143015031005668,0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
796,-0.0,-0.0,0.0,0.12052399282314359,0.30078341674252146,-0.08850208905645174,0.11625012007676279,-0.0,0.047831719382182905,0.0,-0.008904143310978935,0.002119465415280333,0.0,-0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
806,-0.0,0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.05027224497159137,0.20048933752369236,0.0,-0.04074553873297061,-0.0,0.09003078236656493,0.025669081140617344,-0.0,0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
814,-0.0,-0.0,0.0,0.02096578689537677,-0.015830706144343176,-0.0024849398655159213,-0.05222831481709634,0.0,0.047831719382182905,-0.0,-0.008904143310978935,-0.009655342447388172,-0.0,-0.0,-0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
821,-0.0,-0.0,-0.0,-0.07273605397781553,-0.3324448290312078,0.10264713136785007,-0.304945967157885,0.0,-0.08503416779054737,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,0.0,-0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
826,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.011851251666306713,-0.05222831481709634,0.0,0.047831719382182905,-0.0,0.1889657080441088,0.002119465415280333,-0.0,-0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
828,-0.0,0.0,-0.0,-0.07273605397781553,-0.6490589519180724,-0.059829705992806466,0.11625012007676279,-0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,0.0,-0.0,-0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
829,-0.0,-0.0,0.0,0.026822151949951287,-0.3324448290312078,0.09786840085724252,-0.05222831481709634,-0.0,0.0035430903246061437,-0.0,-0.10783906898852282,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
831,0.0,-0.0,0.0,-0.002459673322921308,-0.015830706144343176,-0.0024849398655159213,0.20048933752369236,-0.0,-0.12932279684812414,-0.0,-0.10783906898852282,0.002119465415280333,0.0,-0.0,0.0,1.0697572162439037,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
833,0.0,-0.0,0.0,0.05024761216824936,-0.015830706144343176,-0.0215998619079461,0.11625012007676279,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,0.002119465415280333,0.0,-0.0,-0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
843,-0.0,0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,-0.08503416779054737,-0.0,0.1889657080441088,0.002119465415280333,-0.0,0.0,-0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
848,-0.0,0.0,0.0,-0.020028768486644866,-0.3324448290312078,-0.08850208905645174,-0.05222831481709634,0.0,0.047831719382182905,-0.0,-0.10783906898852282,-0.02143015031005668,0.0,-0.0,-0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
850,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,-0.08503416779054737,-0.0,0.1889657080441088,0.025669081140617344,0.0,-0.0,-0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
854,-0.0,0.0,-0.0,-0.07273605397781553,-0.6490589519180724,-0.026378592418553646,-0.13646753226402591,-0.0,-0.08503416779054737,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
858,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.05027224497159137,0.20048933752369236,0.0,0.047831719382182905,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
860,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.0215998619079461,0.20048933752369236,0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,-0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
862,-0.0,-0.0,0.0,0.026822151949951287,-0.6490589519180724,-0.007263670376123466,0.11625012007676279,-0.0,0.047831719382182905,0.0,0.09003078236656493,0.002119465415280333,0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
863,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.03593605343976874,-0.13646753226402591,-0.0,0.047831719382182905,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,0.0,-0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
871,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,0.0835322093254199,0.20048933752369236,-0.0,0.047831719382182905,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
872,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.10283828058827436,-0.13646753226402591,-0.0,0.047831719382182905,0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,-0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
874,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.09805955007766683,0.03201090262983323,-0.0,0.047831719382182905,-0.0,0.1889657080441088,0.002119465415280333,-0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
876,-0.0,-0.0,0.0,0.08538580249569648,-0.6490589519180724,0.0835322093254199,-0.05222831481709634,-0.0,0.047831719382182905,-0.0,0.2879006337216527,0.025669081140617344,-0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
878,-0.0,-0.0,0.0,0.07952943744112195,0.30078341674252146,-0.1267319331413121,0.20048933752369236,-0.0,0.047831719382182905,-0.0,0.09003078236656493,0.002119465415280333,-0.0,0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
883,-0.0,-0.0,0.0,0.02096578689537677,-0.3324448290312078,0.08831093983602743,0.20048933752369236,-0.0,0.0035430903246061437,0.0,0.09003078236656493,0.002119465415280333,-0.0,0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
897,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,-0.04074553873297061,-0.0,0.1889657080441088,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
902,-0.0,-0.0,0.0,0.05024761216824936,-0.3324448290312078,-0.09805955007766683,0.11625012007676279,0.0,0.0035430903246061437,0.0,0.1889657080441088,0.002119465415280333,-0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
906,-0.0,-0.0,-0.0,-0.07273605397781553,-0.015830706144343176,-0.0024849398655159213,0.20048933752369236,0.0,0.047831719382182905,0.0,-0.008904143310978935,-0.02143015031005668,0.0,-0.0,0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
922,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.026378592418553646,-0.22070674971095547,-0.0,-0.08503416779054737,-0.0,0.09003078236656493,0.002119465415280333,-0.0,0.0,-0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
927,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,-0.026378592418553646,0.03201090262983323,-0.0,0.047831719382182905,0.0,-0.10783906898852282,-0.009655342447388172,0.0,-0.0,0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
929,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,0.0644172872829897,-0.304945967157885,0.0,-0.12932279684812414,-0.0,-0.10783906898852282,0.002119465415280333,0.0,-0.0,-0.0,-0.12550224324649148,0.0,-0.0,-0.01899545366898889,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
931,-0.0,0.0,0.0,-0.07273605397781553,0.30078341674252146,-0.1362893941625272,0.03201090262983323,-0.0,0.047831719382182905,-0.0,-0.10783906898852282,-0.009655342447388172,-0.0,-0.0,-0.0,1.0697572162439037,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
932,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,-0.08503416779054737,-0.0,-0.008904143310978935,0.002119465415280333,-0.0,0.0,-0.0,0.4721274864987061,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
935,-0.0,-0.0,0.0,0.08538580249569648,0.30078341674252146,-0.026378592418553646,-0.13646753226402591,-0.0,-0.08503416779054737,-0.0,0.2879006337216527,0.025669081140617344,-0.0,0.0,0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
937,-0.0,-0.0,0.0,0.07952943744112195,-0.6490589519180724,0.0739747483042048,0.11625012007676279,0.0,-0.08503416779054737,-0.0,-0.2067739946660667,0.002119465415280333,-0.0,0.0,-0.0,1.0697572162439037,0.0,0.0,0.028493180503483335,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
944,-0.0,-0.0,0.0,0.12052399282314359,-0.015830706144343176,-0.0024849398655159213,0.11625012007676279,-0.0,0.047831719382182905,0.0,-0.2067739946660667,0.025669081140617344,-0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
945,-0.0,-0.0,0.0,0.02096578689537677,0.30078341674252146,0.011851251666306713,0.11625012007676279,-0.0,0.047831719382182905,-0.0,-0.008904143310978935,0.002119465415280333,-0.0,0.0,-0.0,-0.12550224324649148,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
947,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,0.09308967034663498,0.11625012007676279,-0.0,0.047831719382182905,0.0,0.09003078236656493,-0.02143015031005668,-0.0,0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
952,-0.0,-0.0,-0.0,-0.07273605397781553,-0.6490589519180724,-0.10761701109888192,-0.22070674971095547,0.0,0.0035430903246061437,0.0,-0.2067739946660667,-0.009655342447388172,0.0,0.0,-0.0,-0.7231319729916891,-0.0,0.0,-0.01899545366898889,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
953,-0.0,-0.0,0.0,0.05024761216824936,0.30078341674252146,-0.026378592418553646,0.03201090262983323,-0.0,0.0035430903246061437,-0.0,0.09003078236656493,0.002119465415280333,0.0,0.0,0.0,-0.7231319729916891,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
957,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,-0.026378592418553646,0.20048933752369236,-0.0,-0.08503416779054737,-0.0,0.09003078236656493,-0.02143015031005668,-0.0,0.0,0.0,-0.12550224324649148,0.0,0.0,0.028493180503483335,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
959,-0.0,-0.0,-0.0,-0.07273605397781553,0.30078341674252146,0.0835322093254199,-0.13646753226402591,-0.0,0.047831719382182905,0.0,-0.2067739946660667,0.002119465415280333,-0.0,-0.0,0.0,-0.7231319729916891,0.0,-0.0,-0.01899545366898889,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
